,title,experience,location,skills
0,BUSINESS CONSULTANTS,4 - 5 Year(s),"Bahrain - Bahrain, Al Kuwait - Kuwait, Bahrain - Saudi Arabia",The candidate should be graduate in Commerce or science with minimum 3/4 years of experience of implementing commercial application systems such as...
0,MARKETING EXECUTIVES,2 - 3 Year(s),"Bahrain - Bahrain, Al Kuwait - Kuwait, Bahrain - Qatar","For marketing product based software solutions for medium to large corporate companies with emphasis on Financials, Logistics, HRMS, Retail,..."
0,Steward,2 - 3 Year(s),Al Madina Al Munawarah - Saudi Arabia,"As a Steward, you are responsible for carrying out general cleaning duties and operating pot-washing machinery to deliver an excellent Guest and Member..."
0,Waiter,2 - 3 Year(s),Al Madina Al Munawarah - Saudi Arabia,Ensure Food and Beverage orders are of a consistently good standard and delivered in a timely manor;A Waiter/ess is responsible for serving guests in a...
0,Mgr-Sales,1 - 2 Year(s),Al Madina Al Munawarah - Saudi Arabia,"4-year bachelors degree in Business Administration, Marketing, Hotel and Restaurant Management, or related major; 1 year experience in the sales and..."
0,"Specialist, Mechanical Job",8 - 10 Year(s),Eastern Province - Saudi Arabia,"We invest in employee development and we provide a wide range of career opportunities, offering everyone the chance to broaden their experience and..."
0,Social Media Associate,2 - 3 Year(s),Riyadh - Saudi Arabia,"Hands-on experience using various social media platforms to advertise;To be successful in this role, you should have excellent web content writing..."
0,Advanced Electrocardiogram Technician,2 - 3 Year(s),Eastern Province - Saudi Arabia,Must be able to work with wide age range of patients from prenatal (fetal) to adult;Minimum of 10 years of experience in Non-Invasive Cardiology...
0,Total Rewards,2 - 3 Year(s),Riyadh - Saudi Arabia,Work with external consultants to supply any required work for C&B area
0,Jeddah - HR - People Business Partner,4 - 6 Year(s),Jeddah - Saudi Arabia,Establish and maintain good working relationships with the key Stakeholders internally and externally;Work with the change management team and...
0,Quality Supervisor,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"no specific Industry experience, indicate acceptable alternative experience in;(BS, BA) Bachelor s Degree in Chemical Engineer;Work Experience "
0,Program Manager/Director (PMP),15 - 16 Year(s),Jeddah - Saudi Arabia,Ideally you will have around 15 years experience with the majority of your career working in a consultancy led environment with a focus on...
0,Machinist,3 - 6 Year(s),Saudi Arabia - Saudi Arabia,Experience
0,Tool Technician,3 - 6 Year(s),Saudi Arabia - Saudi Arabia,Experience 
0,Finance Manager,2 - 3 Year(s),Riyadh - Saudi Arabia,"Advanced degree in accounting, business, economics, finance, or a related field; several years of experience in a finance role; superior mathematical..."
0,Director - Procurement,5 - 6 Year(s),Riyadh - Saudi Arabia,"The successful candidate will support project leaders in generating a high standard of service delivery, achieving successful outcomes for our clients,..."
0,Director - Project Controls,5 - 7 Year(s),Riyadh - Saudi Arabia,"The successful candidate will support project leaders in generating a high standard of service delivery, achieving successful outcomes for our clients,..."
0,Director - Design Management,5 - 6 Year(s),Riyadh - Saudi Arabia,"The successful candidate will support project leaders in generating a high standard of service delivery, achieving successful outcomes for our clients,..."
0,Talent Acquisition Specialist,3 - 4 Year(s),Riyadh - Saudi Arabia,Manage full-cycle recruitment selection and hiring process
0,Digital Project Manager,3 - 4 Year(s),Riyadh - Saudi Arabia,"You must be autonomous, independent with excellent client facing soft skills this role is highly consultative and you will need to be an expert in the..."
0,Technical Team Lead,3 - 4 Year(s),Riyadh - Saudi Arabia,Applications are sought from those with a minimum of 7 years of experience in designing large scale digital projects;You will be proficient at analysing...
0,Rotary Equipment Engineer – Principal Engineer,10 - 11 Year(s),"Saudi Arabia - Saudi Arabia, Abu Dhabi, Sharjah - United Arab Emirates","Mechanical engineer with 10+ years experience in selection, design and engineering of rotary machines such as compressors, pumps, gas turbines, steam..."
0,Risk & Safety Design Engineers,18 - 19 Year(s),"Saudi Arabia - Saudi Arabia, Abu Dhabi, Sharjah - United Arab Emirates","Chemical/Civil engineers with 18+ years of experience in fire, explosive & dispersion modelling, ORA, risk control measures to demonstrate ALARP..."
0,"Senior Architect - Riyadh, KSA",2 - 3 Year(s),Riyadh - Saudi Arabia,"-Experience in commercial projects is a must (Hotels,Resorts,Clubs,Restaurants)"
0,"Chairman of Pathology, Al Madinah, Saudi Arabia",3 - 4 Year(s),Saudi Arabia - Saudi Arabia,"Due to Religious sensitivities in the area, and the fact that some areas of the city are restricted to Muslims alone the applicant physician must also..."
0,"Consultant Cardiology, Jeddah, Saudi Arabia",3 - 4 Year(s),Jeddah - Saudi Arabia,"Alternatively, the traditional souks will cater for those seeking a more traditional, cultural experience;Tax Free Salary dependent on experience;United..."
0,"Consultant Psychiatrist, Jeddah, Saudi Arabia",3 - 4 Year(s),Jeddah - Saudi Arabia,"Alternatively, the traditional souks will cater for those seeking a more traditional, cultural experience;Tax Free Salary dependent on experience;United..."
0,Facility & Admin Coordinator,3 - 4 Year(s),Eastern Province - Saudi Arabia,Ensure that rented and owned warehouse and service equipment is maintained and certified;Basic level of experience in a similar role;Arabic speaking...
0,MEP Project Director,20 - 21 Year(s),saudi arabia - Saudi Arabia,"- Liaising with Contracts Manager to secure suitably skilled/qualified personnel, plant, equipment and other resources required for the project;- 20..."
0,Consultant Orthopaedic Surgeon,5 - 7 Year(s),Riyadh - Saudi Arabia,- 5+ years experience;-Training and/or work experience in a Western setting;OHR welcome suitable applications from Doctors with the following...
0,"Consultant Pulmonology/ICU Role, Al Madinah",2 - 4 Year(s),Al Madina Al Munawarah - Saudi Arabia,2 years post qualifying experience at a full consultant level;Canadian Fellowship with 2 years post board experience;Due to Religious sensitivities in...
0,DISPATCH OFFICER / ADMIN,3 - 10 Year(s),saudi arabia - Saudi Arabia,Experience in the same function of not less than 2 years
0,Sales Engineer - Abha,2 - 4 Year(s),saudi arabia - Saudi Arabia,Basic level experience in a similar sales role;Saudi national strongly preferred
0,Influencer Ads Executive,0 - 2 Year(s),Riyadh - Saudi Arabia,"0-2 years of experience;Bachelor Degree in Marketing, Public Relations, Media Communication or any related field"
0,Social Media Team Leader,4 - 6 Year(s),Riyadh - Saudi Arabia,Minimum of 4 6 years of experience in the same or related field who previously managed social media accounts;Agency experience is a Plus;Bachelor Degree...
0,Social Media Executive,0 - 2 Year(s),Riyadh - Saudi Arabia,"0-2 years of experience;Bachelor Degree in Marketing, Communication or related field"
0,Anesthesiologist Subspecialty,2 - 4 Year(s),Eastern Province - Saudi Arabia,"Incumbent assists the Chief Anesthesiologist as required, and in his absence may supervise completed operation of the Anesthesia & Critical Care..."
0,Account Manager,2 - 3 Year(s),Riyadh - Saudi Arabia,"In this role, you will liaise with cross-functional internal teams (including Customer Service and Product Development departments) to improve the..."
0,SHO - Accident & Emergency,1 - 3 Year(s),Saudi Arabia - Saudi Arabia,"Graduate from a recognised medical school;Works towards completing his post graduate traning and passing the Final Part of his Board, Fellowship or..."
0,Anesthesiologist Subspecialty,2 - 4 Year(s),Eastern Province - Saudi Arabia,"Incumbent assists the Chief Anesthesiologist as required, and in his absence may supervise completed operation of the Anesthesia & Critical Care..."
0,Account Manager,2 - 3 Year(s),Riyadh - Saudi Arabia,"In this role, you will liaise with cross-functional internal teams (including Customer Service and Product Development departments) to improve the..."
0,SHO - Accident & Emergency,1 - 3 Year(s),Saudi Arabia - Saudi Arabia,"Graduate from a recognised medical school;Works towards completing his post graduate traning and passing the Final Part of his Board, Fellowship or..."
0,Occupational therapist,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,(MSc) Masters degree is an advantage;Required skills
0,Finance Manager,15 - 16 Year(s),Riyadh - Saudi Arabia,"At least 7 years experience as Finance Manager in hospitality industry, particularly in chain of restaurants;15 years of experience in Finance"
0,PROCUREMENT MANAGER,10 - 12 Year(s),Riyadh - Saudi Arabia,"Good knowledge of supplier or third-party management software;At least 5 years experience as Procurement Manager in hospitality industry, particularly..."
0,Sr Sales Account Manager,2 - 3 Year(s),saudi arabia - Saudi Arabia,Bachelor s degree in Chemical Engineering (not essential) and/or business or relevant technical subject preferred;You will experience these qualities of...
0,Security & Loss Prevention Manager FC Operations,5 - 7 Year(s),Jeddah - Saudi Arabia,"Identify, develop & implement additional loss prevention program elements required to meet the unique needs of the operation at the FC;Experience in..."
0,Cluster Assistant Training Manager,2 - 3 Year(s),Al Madina Al Munawarah - Saudi Arabia,"To successfully fill this role, you should maintain the attitude, behaviours, skills, and values that follow"
0,Safety Agent,2 - 3 Year(s),Al Madina Al Munawarah - Saudi Arabia,At least two (2) years of law enforcement experience either on a Security Bureau or military training;A Safety Agent will also be required to...
0,Technology Director (located in Saudi Arabia preferred),10 - 11 Year(s),Riyadh - Saudi Arabia,"Consistently and effectively learn existing and new products, with advanced experience in technology terminology;10 years in the IT arena..."
0,Sales Director (located in Saudi Arabia preferred),8 - 9 Year(s),Riyadh - Saudi Arabia,Deliver against challenging but realistic sales targets in a market thats expanding at a frantic pace with a Tier 1 service offering;Connect and...
0,Production Shift Supervisor,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,Allocating work to staff to maintain deadlines set & allocate required manning on each printing machine;The process Supervisor should ensure the all...
0,DRILLER,9 - 10 Year(s),Saudi Arabia - Saudi Arabia,9 years of experience in drilling and workover operation
0,Admin & HR Operation,5 - 6 Year(s),Riyadh - Saudi Arabia,Work experience from 2
0,Nursing Educator,4 - 5 Year(s),Riyadh - Saudi Arabia,Implements continuous monitoring of educational programs to ensure the quality updated when required;Encourages nursing staff learners to collaborate...
0,Nursing Service Manager,6 - 7 Year(s),Riyadh - Saudi Arabia,"Ensures that all staff are appropriately managed and developed and that they are therefore efficient, effective, engaged and highly motivated to deliver..."
0,Head Nurse,2 - 3 Year(s),Riyadh - Saudi Arabia,Bachelor
0,Electrical Design EngineerNotice,12 - 13 Year(s),Riyadh - Saudi Arabia,Strong verbal and written communication skills required with the ability to prepare written specifications;It is one of the leading and most established...
0,ROTATING ENGINEER,5 - 6 Year(s),Saudi Arabia - Saudi Arabia,With at least 5 years of related experience;Must at least have a vocational certificate;Male
0,VIBRATION INSPECTOR,5 - 6 Year(s),Saudi Arabia - Saudi Arabia,With at least 5 years of related experience;Must at least have a vocational certificate;Male
0,VIBRATION ANALYST/SPECIALIST,5 - 6 Year(s),Saudi Arabia - Saudi Arabia,Minimum of 5 years experience in vibration analysis;Must at least have a vocational certificate;Male
0,"MEP Engineer - Riyadh, KSA",2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"Our client is regional manufacturing and production company (Events/Exhibitions/Interior fit-outs), that is looking to hire MEP Engineer to be based in..."
0,Director of Marketing,2 - 3 Year(s),Jeddah - Saudi Arabia,Promotes and maintains good communications in order to enhance the prestigious image of the hotel and by doing so contributes to the revenues of the...
0,SALES COORDINATAOR,2 - 3 Year(s),Riyadh - Saudi Arabia,AL-JAWDAH GROUP OF COMPANIES SAUDI ARABIA RIYADH LOOKING FOR THE POST OF [SALES COORDINATOR] WITH THE FOLLOWING TERMS ANY BACHELOR DEGREE;VALID SAUDI...
0,Advertisement function,2 - 3 Year(s),Riyadh - Saudi Arabia,Preferred who has experience in the field of sales of ceramics - sanitary ware - plastic pipes;Holds a valid Saudi driving license
0,Sales Manager,5 - 10 Year(s),Riyadh - Saudi Arabia,(Sales Manager(Export manager Experience 5 to 10 years Full knowledge of Ceramic Tiles and Sanitary Age between 40-50 years Arabic and English must...
0,Quality Controller/Assurance (Engineer/Coordinator,3 - 5 Year(s),Riyadh - Saudi Arabia,Graduation)Preferred) Computer knowledge for the documentation and implementation of International SASO Standards Knowledge and experience in the...
0,HIRED CEO,2 - 3 Year(s),Riyadh - Saudi Arabia,Communication and relationships
0,Master,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,2 years as MASTER on Self Propelled Jack up barges ( mandatory 730 days on board experience );;Requirement 
0,SALES COORDINATOR / BUSINESS DEVELOPMENT,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,BSc/BA in business administration or relevant field; certification in sales or marketing will be an asset;Should be willing to travel overseas with MD...
0,ESL Instructors for Language Institute Saudi Arabia,1 - 3 Year(s),Saudi Arabia - Saudi Arabia,Expat Teaching Recruitment is seeking qualified ESL instructors for an opportunity to teach English in Saudi Arabia.The successful candidates will be...
0,Female English Language Instructors Saudi Arabia,1 - 3 Year(s),Saudi Arabia - Saudi Arabia,This is a great opportunity for teachers to build up international teaching experience with a globally recognized English language education company;Our...
0,English Language Teachers Required in Saudi Arabia,4 - 5 Year(s),Saudi Arabia - Saudi Arabia,Interested and qualified candidates should submit their CV as well as cover letter (optional) to;Minimum 4 years teaching experience
0,Marketing and Communications Specialist,2 - 3 Year(s),Eastern Province - Saudi Arabia,"- College, university, or equivalent degree in marketing, communications or a related subject;- Basic relevant work experience in a similar role"
0,Staff Nurses,1 - 3 Year(s),Saudi Arabia - Saudi Arabia,Minimum of 2 years working experience is required for this position;This job is for FILIPINO Nationals only;The job requires Female applicants...
0,Senior Research Fellow (macroeconomics & energy economics),20 - 21 Year(s),Riyadh - Saudi Arabia,"Over 20 years of experience (after Ph.D.) working in macroeconomic and energy policy analysis, preferably within a research organization, government, or..."
0,Director Of Nursing,2 - 3 Year(s),Riyadh - Saudi Arabia,The new tourist visa rules enable even more people to visit the region and experience all that Saudi has to offer;They are looking for someone with...
0,Security Analyst - Infrastructure Endpoint Security,2 - 3 Year(s),Riyadh - Saudi Arabia,"We are currently hiring and are looking for Early professionals to be part of our Graduate program with our Security Services team, where you will have..."
0,ELECTRONIC ENGINEER,2 - 3 Year(s),Riyadh - Saudi Arabia,With at least 2 years of related experience;Must at least have a vocational certificate;Male
0,Yoga Instructor & Pilates Instructor | E312-19,1 - 3 Year(s),Saudi Arabia - Saudi Arabia,"You must have a love for customer care, positive attitude, looking for a long term career and not just a 1 year stop gap;You will be part of a new and..."
0,Dermatology Consultant,2 - 4 Year(s),Riyadh - Saudi Arabia,You will hold a post-qualification board certification with one of the following
0,Consultant Cardiologist,2 - 3 Year(s),Riyadh - Saudi Arabia,You will hold a post-qualification board certification with one of the following
0,"Anesthesiologist – Riyadh, Saudi Arabia",2 - 3 Year(s),Riyadh - Saudi Arabia,You will hold post-qualification board certification from American or Canadian Board only;You will receive a competitive tax-free salary and additional...
0,Consultant Gastroenterology,3 - 4 Year(s),Riyadh - Saudi Arabia,You will hold a post-qualification board certification with one of the following
0,"Consultant Pulmonologist, ICU",3 - 5 Year(s),Riyadh - Saudi Arabia,You will hold post-qualification board certification from American or Canadian Board only;You will receive a competitive tax-free salary and additional...
0,Orthopaedic Surgeon,3 - 5 Year(s),Riyadh - Saudi Arabia,You will hold a post-qualification board certification with one of the following
0,Consultant Obstetrics and Gynaecology,3 - 5 Year(s),Riyadh - Saudi Arabia,You will hold a post-qualification board certification with one of the following
0,Consultant Family Medicine,3 - 4 Year(s),saudi arabia - Saudi Arabia,You will hold a post-qualification board certification with one of the following
0,Consultant Plastic Surgeon,3 - 5 Year(s),Riyadh - Saudi Arabia,You will hold a post-qualification board certification with one of the following
0,Dir-Food & Beverage-D,6 - 8 Year(s),Al Madina Al Munawarah - Saudi Arabia,"2-year degree from an accredited university in Food Service Management, Hotel and Restaurant Management, Hospitality, Business Administration, or..."
0,Onsite Support Engineer,3 - 5 Year(s),Jeddah - Saudi Arabia,"Communication with customers/end users as required, keeping them informed of incident progress, notifying them of impending changes or agreed..."
0,Patriot Systems Operator/Maintainer/Instructor Description at Raytheon,4 - 7 Year(s),Jeddah - Saudi Arabia,"Knowledge and experience in the utilization of common industry external test equipment, such as multi-meters, oscilloscopes, power meters, frequency..."
0,Senior Epidemiology Specialist,10 - 11 Year(s),Eastern Province - Saudi Arabia,Supervisory experience in the field of public health is highly desirable;Master in Public Health (MPH) in Epidemiology/Biostatistics with Extensive...
0,Associate Director - Digital,7 - 8 Year(s),Riyadh - Saudi Arabia,"Demonstrate experience and a passion for the digital media tech landscape including social media platforms and digital analytics, monitoring and..."
0,Account Director,6 - 9 Year(s),Riyadh - Saudi Arabia,"Previous experience developing and leading strategic communications (corporate communications, issues management, internal communications, crisis..."
0,Electronics Site Engineer | ED015,0 - 2 Year(s),Saudi Arabia - Saudi Arabia,Experience 0-2 years in the field;Bachelor Degree in Electronic/ Telecommunication Engineering
0,Medical Physicist,2 - 4 Year(s),Riyadh - Saudi Arabia,2 years post graduation relevant experience in Radiation Protection in healthcare settings;Education / Qualification Required
0,Consultant Neurology - Stroke,3 - 5 Year(s),Riyadh - Saudi Arabia,Training and post certification experience equal to or greater than seven (7) years in a Secondary or Tertiary care facility;Training and post...
0,Technical Instructor - ATC & FLOP,2 - 3 Year(s),Eastern Province - Saudi Arabia,Graduate of an advanced military training school or a civilian training establishment and have 5 years practical experience across the full range of Air...
0,Operations Manager,4 - 5 Year(s),Riyadh - Saudi Arabia,"Sound Arabic language knowledge is a must;Operations experience, preferably Banking Operations"
0,Customer Service Manager,4 - 5 Year(s),Riyadh - Saudi Arabia,"* Improve customer service experience, create engaged customers and facilitate customer growth;Sound Arabic language knowledge is a must along with some..."
0,Service Designer/Customer Experience Designer,5 - 6 Year(s),Riyadh - Saudi Arabia,* Experience in using diverse set of methods & tools that illustrate all the components and touch-points for the services;5+ years of professional...
0,Product Managers (x3),6 - 7 Year(s),Riyadh - Saudi Arabia,"Minimum 6-7 years experience managing digital products portfolio, preferably within financial services;Graduate, with Digital Banking Products..."
0,"Operations Analyst, Maker/Checker",2 - 3 Year(s),Riyadh - Saudi Arabia,"* Establishing good relationships with various departments legal, customer service, operations and marketing to ensure good operational synergy;* Good..."
0,Key Accounts Manager (KAM),10 - 11 Year(s),Riyadh - Saudi Arabia,"Proven experience as Key Accounts Manager, with at least 10 years experience;Experience in sales and providing solutions based on customer..."
0,Sales Representative,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,Sales RepresentativeWe re looking for a results-driven sales representative to actively seek out and engage customer prospects. Responsibilities...
0,Digital Marketing Specialist,2 - 3 Year(s),Jordan - Jordan,You should have a strong grasp of current marketing tools and strategies and be able to lead integrated digital marketing campaigns from concept to...
0,Assembly Specialist - Flying Squad - KSA,5 - 6 Year(s),Saudi Arabia - Saudi Arabia,"Plan and lead daily safety meetings, toolbox and daily requirement meetings;Strong verbal and written communication skills required;Coordination and..."
0,Junior & Senior UPS Technicians needed in the KSA & Egypt,2 - 3 Year(s),"Egypt - Egypt, Egypt - Saudi Arabia","2 years minimum in the field, preferably with main brands like EATON, Vertiv (Emerson), Schneider or GE;Experience"
0,Senior Automation Engineer (Waste Water),10 - 11 Year(s),Saudi Arabia - Saudi Arabia,Profile
0,F-15 Air Plane General (APG) Technician,3 - 4 Year(s),Saudi Arabia - Saudi Arabia,5 years experience working on the F-15 with a minimum of 3 years at Level 7;Qualifications and Experience
0,Technology Development Specialist,3 - 4 Year(s),Saudi Arabia - Saudi Arabia,Works as part of the multi-disciplinary technology development team and provides support to the Senior Technology Development Manager as...
0,General Manager (Pre-Opening),2 - 3 Year(s),Riyadh - Saudi Arabia,A General Manager is responsible for managing the Hotel Executive team and overall hotel targets to deliver an excellent Guest and Member experience...
0,App Developer (Junior & Senior ),2 - 7 Year(s),Eastern Province - Saudi Arabia,"At least 2 years of experience for Junior position and 4-7 years for senior position;Bachelor Degree in Computer Science, or MIS Management information..."
0,External Audit Managerial Positions (Qatar),6 - 7 Year(s),Riyadh - Saudi Arabia,"having strong working experience with MS Excel specifically in financial analysis, auditing and reporting;having 6+ years of extensive External Audit..."
0,Assistant Chef,3 - 4 Year(s),Riyadh - Saudi Arabia,Formal training or apprenticeship in professional cooking required with high school acquired. ;Observes and tastes food being cooked and adds...
0,Consultant - Anesthesiology,6 - 7 Year(s),Saudi Arabia - Saudi Arabia,Participates in the on-call duties as required by the department/division;Education / Qualification Required
0,BIOMED TECHNICIAN,1 - 2 Year(s),Riyadh - Saudi Arabia,JOB INFOPOSITION Biomed TechnicianCOMPANY Integral Health Co.COUNTRY Riyadh KSAQUALIFICATIONS• Male• At least 1 year related Experience• Not more than...
0,COMMUNICATION TECHNICIAN,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,With at least 2 years of related experience;Must at least have a vocational certificate;Male
0,AUTO CAD OPERATOR,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,With at least 2 years of related experience;Must at least have a vocational certificate;Male
0,"Anesthesia, Consultant (Regional)",1 - 2 Year(s),Riyadh - Saudi Arabia,"Minimum of 3 years work experience in sub-specialty;If you meet the criteria listed below and would like to apply, kindly forward us a copy of your..."
0,"Anesthesia, Consultant (Obstetrics)",1 - 2 Year(s),Riyadh - Saudi Arabia,"Minimum of 3 years work experience in sub-specialty;If you meet the criteria listed below and would like to apply, kindly forward us a copy of your..."
0,"ICU, Registered Nurse",1 - 2 Year(s),Eastern Province - Saudi Arabia,"With three (3) years current experience in the assigned area;Obviously this can take a few days, but once completed, should give you the edge to secure..."
0,Health & Safety Officer (KAEC & Jeddah & Medina,2 - 3 Year(s),"Al Madina Al Munawarah, Jeddah - Saudi Arabia",Required to be part of any emergency response team or disaster recovery team in the event of an incident;Required to be part of any emergency response...
0,IDS Simulator Instructor - WSO,1 - 2 Year(s),Eastern Province - Saudi Arabia,"In return for the required high levels of commitment and hard work you will receive a competitive salary, rent free accommodation, food allowance and..."
0,Retail Operations Manager,2 - 3 Year(s),Riyadh - Saudi Arabia,About the Role
0,AIRCRAFT CABIN SPLECIALIST,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,QUALIFICATIONS1.Have to have (Airframe & Power-plant certificate/License).2.Have some special training on Aircraft Cabins.3.Min of 3 years Related...
0,BOTTOMER OPERATOR,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,With at least 2 years of related experience;Must at least have a vocational certificate;With experience at Multiwall paper sacks machine;Male
0,TUBER OPERATOR,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,With at least 2 years of related experience;Must at least have a vocational certificate;With experience in Multiwall paper sacks machine;Male
0,Account Manager,10 - 12 Year(s),Riyadh - Saudi Arabia,Minimum of 10 + Years of experience;\tPrevious experience in Saudi market;\tPrevious sales experience to the Telecom sector;\tInterpersonal skills and...
0,Event Manager,4 - 5 Year(s),Jeddah - Saudi Arabia,A large group of companies in Printing & Packaging field located in KSA urgently required for
0,General Nurses (Muslim),2 - 3 Year(s),Saudi Arabia - Saudi Arabia,With at least 2 years experience in the same field;Original Certificate from KSA must be verified by the Chamber of Commerce (if ex-KSA);This is for...
0,Sales Executive for Marine & Diving,1 - 2 Year(s),Riyadh - Saudi Arabia,5 plus work experienceLanguages – Arabic and EnglishSalary will be discussed according to the company standards.Please e-mail your resume directly to...
0,Teaching Assistant,1 - 2 Year(s),Eastern Province - Saudi Arabia,Minimum of Bachelor s degree in a related field of study;Previous experience working in a classroom;Experience and Skills;Experience;Experience with MS...
0,Elementary Teacher,1 - 2 Year(s),Eastern Province - Saudi Arabia,"Maintain students attendance records, grades and other required records;Minimum of Bachelor s degree in a related field of study;Certification as a..."
0,Oracle Developer,3 - 4 Year(s),Riyadh - Saudi Arabia,"1 - 3 to 4 years in oracle forms and reports development.2 - excelent knowledge in oracle SQL query language.3 - Arabic & English langueges .(Read,..."
0,Sous chef _Italian cuisine,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"We are currently hiring Sous Chef for international BrandThe role would be based in Al Khobar, Saudi Arabia.The Sous Chef would be in charge of the..."
0,"BUSINESS ANALYTICS & TECHNOLOGY PRE-SALES CONSULTANT - RIYADH, KSA",5 - 6 Year(s),Riyadh - Saudi Arabia,"Experience in delivering presales activities in Database, Data Management and/or Technology solutions to large Enterprises;Experience in both hunting..."
0,"Hematology, Consultant",1 - 4 Year(s),Riyadh - Saudi Arabia,Three (3) to Four (4) years specialised professional experience in the specialty in a recognised centre after obtaining the higher...
0,Web Developer,2 - 4 Year(s),Saudi Arabia - Saudi Arabia,Must be a Saudi nationla or have a transferable iqama
0,Survey Project Manager,7 - 10 Year(s),Saudi Arabia - Saudi Arabia,Qualification
0,Laser Scanning Expert,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Experience
0,Consultant - Anesthesiology,7 - 8 Year(s),Riyadh - Saudi Arabia,"Participates in clinical, basic and translation research projects in accordance with Research Advisory Council Policy in order to advance knowledge,..."
0,Accountant in Riyadh,2 - 4 Year(s),Riyadh - Saudi Arabia,"Must have good experience in a service company, that deals and stock spare parts in their operation;Must have good English and computer..."
0,Cost Management and Project Management,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"We are looking for individuals with experience of operating within the Middle East at all levels of seniority, ranging from those who are recently..."
0,Senior Cost Manager,10 - 11 Year(s),Saudi Arabia - Saudi Arabia,A minimum of ten years technical delivery experience gained within a global consultancy firm;The successful candidate will support project leaders in...
0,Senior MEP Cost Manager,12 - 13 Year(s),Saudi Arabia - Saudi Arabia,A minimum of 12 years technical delivery experience gained within a global construction consultancy;The successful candidate will support project...
0,Senior Commercial Manager,15 - 16 Year(s),Saudi Arabia - Saudi Arabia,A minimum of 15 years technical delivery experience gained within a global construction consultancy;Experience of managing and leading cost management...
0,Corporate Account Manager - Government Sector,3 - 4 Year(s),Riyadh - Saudi Arabia,Hands-on 3+ years recent experience in a Business-to-business oriented Information Technology or Telecom Industry within Saudi Arabia
0,Marketing Communications Manager,5 - 6 Year(s),Riyadh - Saudi Arabia,"Hands-on 5+ years of recent experience in a corporate communication position with a proven track record in PR/media relations, influencing multiple..."
0,Digital Marketing Lead,5 - 6 Year(s),Riyadh - Saudi Arabia,"Solid experience in marketing automation tools (HubSpot, Marketo, etc);Experience managing and monitoring performance and effectiveness of online..."
0,Front Desk Agent,3 - 5 Year(s),Riyadh - Saudi Arabia,"Job SummaryAssist staff with expediting problem payments (e.g., problems processing credit card). Follow up with guest regarding satisfaction with..."
0,Financial PR Account Manager,5 - 6 Year(s),Riyadh - Saudi Arabia,It is likely that you are working in a PR agency at Senior Account Executive or Account Manager level with at least 5 years of experience managing...
0,SPORTS CAMPAIGN DIRECTOR,10 - 11 Year(s),Riyadh - Saudi Arabia,"10 years relevant industry experience (including agency);At this level, you have the experience and autonomy to independently lead a portfolio of..."
0,VMWare Technical Support,2 - 4 Year(s),Riyadh - Saudi Arabia,"As a 24X7X365 organization, shift work, holidays and on-call responsibilities will be required"
0,IIS Specialist,5 - 8 Year(s),Riyadh - Saudi Arabia,Ability to provide good clearly outlined technical documentation for middleware related technologies;Good abilities to research and recommend emerging...
0,BUSINESS DEVELOPMENT MANAGER,5 - 7 Year(s),Riyadh - Saudi Arabia,Successful business to business sales experience (professional services and/or Employee Benefits preferred) including experience selling to...
0,OLIVER WYMAN - CORE CONSULTING GROUP - ANALYST RIYADH,1 - 3 Year(s),Riyadh - Saudi Arabia,"Developing the best talent, where your good ideas and hard work are rewarded;At this time, you will be assessed through a mid-program performance..."
0,Executive Secretary,2 - 4 Year(s),Eastern Province - Saudi Arabia,Provide administrative and personal assistant support to the Counselor and the high school vice principal as required;Demonstrate a willingness to learn...
0,Market Planner,2 - 4 Year(s),Riyadh - Saudi Arabia,"2-4 years of Supply Chain experience in a similar industry;Good analytical and problem solving skills;Bachelor Degree in Business Administration,..."
0,Train Ambassador - Saudi National,3 - 4 Year(s),Riyadh - Saudi Arabia,"Perform duties as required, including operating passenger or maintenance vehicles in all modes and in any area required;Our market sector experience is..."
0,KS 4/5 Economics Teacher (part-time),2 - 4 Year(s),Eastern Province - Saudi Arabia,Minimum of Bachelor s degree in a related field of study;Certification as a teacher;Prior experience as an Economics/Business Studies teacher;Experience...
0,Supervisor-Maintenance,2 - 3 Year(s),Riyadh - Saudi Arabia,"Start Your Journey With UsAt Le M ridien, we believe in helping guests unlock the unexpected and engaging experiences each destination has to offer. Our..."
0,Accounting Clerk,2 - 3 Year(s),Saudi Arabia - Saudi Arabia,"If a culture of excellence, innovation and ownership is what youre searching for, consider putting your experience in motion at Flowserve"
